contest_id,contest_sponsor,date,handle,address,risk
4,maple,2021/04,0xRajeev,0x7e026a0C061382B0F5935a90BC7324ab0a5A3aCc,2
4,maple,2021/04,0xRajeev,0x7e026a0C061382B0F5935a90BC7324ab0a5A3aCc,2
4,maple,2021/04,0xRajeev,0x7e026a0C061382B0F5935a90BC7324ab0a5A3aCc,3
4,maple,2021/04,0xRajeev,0x7e026a0C061382B0F5935a90BC7324ab0a5A3aCc,3
4,maple,2021/04,0xRajeev,0x7e026a0C061382B0F5935a90BC7324ab0a5A3aCc,1
4,maple,2021/04,0xRajeev,0x7e026a0C061382B0F5935a90BC7324ab0a5A3aCc,1
4,maple,2021/04,0xRajeev,0x7e026a0C061382B0F5935a90BC7324ab0a5A3aCc,1
4,maple,2021/04,0xRajeev,0x7e026a0C061382B0F5935a90BC7324ab0a5A3aCc,1
4,maple,2021/04,0xRajeev,0x7e026a0C061382B0F5935a90BC7324ab0a5A3aCc,1
4,maple,2021/04,0xRajeev,0x7e026a0C061382B0F5935a90BC7324ab0a5A3aCc,1
4,maple,2021/04,0xRajeev,0x7e026a0C061382B0F5935a90BC7324ab0a5A3aCc,1
4,maple,2021/04,0xRajeev,0x7e026a0C061382B0F5935a90BC7324ab0a5A3aCc,1
4,maple,2021/04,0xRajeev,0x7e026a0C061382B0F5935a90BC7324ab0a5A3aCc,1
4,maple,2021/04,0xRajeev,0x7e026a0C061382B0F5935a90BC7324ab0a5A3aCc,1
4,maple,2021/04,0xRajeev,0x7e026a0C061382B0F5935a90BC7324ab0a5A3aCc,1
4,maple,2021/04,0xRajeev,0x7e026a0C061382B0F5935a90BC7324ab0a5A3aCc,1
4,maple,2021/04,0xRajeev,0x7e026a0C061382B0F5935a90BC7324ab0a5A3aCc,1
4,maple,2021/04,0xRajeev,0x7e026a0C061382B0F5935a90BC7324ab0a5A3aCc,1
4,maple,2021/04,0xRajeev,0x7e026a0C061382B0F5935a90BC7324ab0a5A3aCc,2
4,maple,2021/04,0xRajeev,0x7e026a0C061382B0F5935a90BC7324ab0a5A3aCc,1
4,maple,2021/04,0xRajeev,0x7e026a0C061382B0F5935a90BC7324ab0a5A3aCc,1
4,maple,2021/04,0xRajeev,0x7e026a0C061382B0F5935a90BC7324ab0a5A3aCc,1
4,maple,2021/04,0xRajeev,0x7e026a0C061382B0F5935a90BC7324ab0a5A3aCc,1
4,maple,2021/04,0xRajeev,0x7e026a0C061382B0F5935a90BC7324ab0a5A3aCc,1
4,maple,2021/04,0xRajeev,0x7e026a0C061382B0F5935a90BC7324ab0a5A3aCc,1
4,maple,2021/04,0xRajeev,0x7e026a0C061382B0F5935a90BC7324ab0a5A3aCc,1
4,maple,2021/04,0xsomeone,0xa462fae8b85FFf172660c5D9e3C98C84691CA4d2,1
4,maple,2021/04,0xsomeone,0xa462fae8b85FFf172660c5D9e3C98C84691CA4d2,3
4,maple,2021/04,0xsomeone,0xa462fae8b85FFf172660c5D9e3C98C84691CA4d2,3
4,maple,2021/04,0xsomeone,0xa462fae8b85FFf172660c5D9e3C98C84691CA4d2,1
4,maple,2021/04,@cmichelio,0x6823636c2462cfdcD8d33fE53fBCD0EdbE2752ad,3
4,maple,2021/04,@cmichelio,0x6823636c2462cfdcD8d33fE53fBCD0EdbE2752ad,2
4,maple,2021/04,@cmichelio,0x6823636c2462cfdcD8d33fE53fBCD0EdbE2752ad,1
4,maple,2021/04,@cmichelio,0x6823636c2462cfdcD8d33fE53fBCD0EdbE2752ad,2
4,maple,2021/04,@cmichelio,0x6823636c2462cfdcD8d33fE53fBCD0EdbE2752ad,1
4,maple,2021/04,@cmichelio,0x6823636c2462cfdcD8d33fE53fBCD0EdbE2752ad,1
4,maple,2021/04,@cmichelio,0x6823636c2462cfdcD8d33fE53fBCD0EdbE2752ad,2
4,maple,2021/04,@cmichelio,0x6823636c2462cfdcD8d33fE53fBCD0EdbE2752ad,1
4,maple,2021/04,@cmichelio,0x6823636c2462cfdcD8d33fE53fBCD0EdbE2752ad,2
4,maple,2021/04,@cmichelio,0x6823636c2462cfdcD8d33fE53fBCD0EdbE2752ad,1
4,maple,2021/04,@cmichelio,0x6823636c2462cfdcD8d33fE53fBCD0EdbE2752ad,2
4,maple,2021/04,adamavenir,,1
4,maple,2021/04,adamavenir,123123,1
4,maple,2021/04,a_delamo,0x69e833869584D7e468751ED5e7d23ADAdCAA3D00,1
4,maple,2021/04,a_delamo,0x69e833869584D7e468751ED5e7d23ADAdCAA3D00,1
4,maple,2021/04,a_delamo,0x69e833869584D7e468751ED5e7d23ADAdCAA3D00,1
4,maple,2021/04,a_delamo,0x69e833869584D7e468751ED5e7d23ADAdCAA3D00,1
4,maple,2021/04,a_delamo,0x69e833869584D7e468751ED5e7d23ADAdCAA3D00,1
4,maple,2021/04,a_delamo,0x69e833869584D7e468751ED5e7d23ADAdCAA3D00,1
4,maple,2021/04,a_delamo,0x69e833869584D7e468751ED5e7d23ADAdCAA3D00,2
4,maple,2021/04,a_delamo,0x69e833869584D7e468751ED5e7d23ADAdCAA3D00,1
4,maple,2021/04,gpersoon,gpersoon.eth,1
4,maple,2021/04,gpersoon,gpersoon.eth,1
4,maple,2021/04,gpersoon,gpersoon.eth,1
4,maple,2021/04,gpersoon,gpersoon.eth,1
4,maple,2021/04,gpersoon,gpersoon.eth,1
4,maple,2021/04,gpersoon,gpersoon.eth,1
4,maple,2021/04,gpersoon,gpersoon.eth,1
4,maple,2021/04,gpersoon,gpersoon.eth,1
4,maple,2021/04,gpersoon,gpersoon.eth,1
4,maple,2021/04,gpersoon,gpersoon.eth,1
4,maple,2021/04,gpersoon,gpersoon.eth,1
4,maple,2021/04,gpersoon,gpersoon.eth,1
4,maple,2021/04,gpersoon,gpersoon.eth,1
4,maple,2021/04,gpersoon,gpersoon.eth,1
4,maple,2021/04,gpersoon,gpersoon.eth,1
4,maple,2021/04,janbro,0xA2bA02db5c34B11C1Be0A25417851C9DfC5d4467,1
4,maple,2021/04,janbro,0xA2bA02db5c34B11C1Be0A25417851C9DfC5d4467,2
4,maple,2021/04,janbro,0xA2bA02db5c34B11C1Be0A25417851C9DfC5d4467,1
4,maple,2021/04,janbro,0xA2bA02db5c34B11C1Be0A25417851C9DfC5d4467,1
4,maple,2021/04,janbro,0xA2bA02db5c34B11C1Be0A25417851C9DfC5d4467,1
4,maple,2021/04,JMukesh,0x70aF29f754988473fcAbA6E01AbfbafF871046d1,1
4,maple,2021/04,JMukesh,0x70aF29f754988473fcAbA6E01AbfbafF871046d1,1
4,maple,2021/04,JMukesh,0x70aF29f754988473fcAbA6E01AbfbafF871046d1,1
4,maple,2021/04,JMukesh,0x70aF29f754988473fcAbA6E01AbfbafF871046d1,2
4,maple,2021/04,JMukesh,0x70aF29f754988473fcAbA6E01AbfbafF871046d1,1
4,maple,2021/04,jvaqa,0xEcb66CC9e366aF7351DbAA52Fa0b290200eC7532,3
4,maple,2021/04,paulius.eth,0x523B5b2Cc58A818667C22c862930B141f85d49DD,3
4,maple,2021/04,paulius.eth,0x523B5b2Cc58A818667C22c862930B141f85d49DD,1
4,maple,2021/04,paulius.eth,0x523B5b2Cc58A818667C22c862930B141f85d49DD,1
4,maple,2021/04,paulius.eth,0x523B5b2Cc58A818667C22c862930B141f85d49DD,1
4,maple,2021/04,paulius.eth,0x523B5b2Cc58A818667C22c862930B141f85d49DD,1
4,maple,2021/04,paulius.eth,0x523B5b2Cc58A818667C22c862930B141f85d49DD,1
4,maple,2021/04,paulius.eth,0x523B5b2Cc58A818667C22c862930B141f85d49DD,1
4,maple,2021/04,paulius.eth,0x523B5b2Cc58A818667C22c862930B141f85d49DD,1
4,maple,2021/04,paulius.eth,0x523B5b2Cc58A818667C22c862930B141f85d49DD,1
4,maple,2021/04,s1m0,0x9b3e9e3e4a174d59279fc7cd268e035992412384,1
4,maple,2021/04,shw,0xB48B9694BeC446E3Bf54788f913174a6580a279F,2
4,maple,2021/04,shw,0xB48B9694BeC446E3Bf54788f913174a6580a279F,2
4,maple,2021/04,shw,0xB48B9694BeC446E3Bf54788f913174a6580a279F,2
4,maple,2021/04,shw,0xB48B9694BeC446E3Bf54788f913174a6580a279F,2
4,maple,2021/04,shw,0xB48B9694BeC446E3Bf54788f913174a6580a279F,1
4,maple,2021/04,shw,0xB48B9694BeC446E3Bf54788f913174a6580a279F,1
4,maple,2021/04,shw,0xB48B9694BeC446E3Bf54788f913174a6580a279F,2
3,marginswap,2021/04,@cmichelio,,3
3,marginswap,2021/04,@cmichelio,,3
3,marginswap,2021/04,@cmichelio,,3
3,marginswap,2021/04,@cmichelio,,3
3,marginswap,2021/04,@cmichelio,,2
3,marginswap,2021/04,@cmichelio,,3
3,marginswap,2021/04,@cmichelio,,3
3,marginswap,2021/04,@cmichelio,,3
3,marginswap,2021/04,@cmichelio,,3
3,marginswap,2021/04,@cmichelio,,1
3,marginswap,2021/04,@cmichelio,,2
3,marginswap,2021/04,@cmichelio,,2
3,marginswap,2021/04,@cmichelio,,1
3,marginswap,2021/04,@cmichelio,,1
3,marginswap,2021/04,adamavenir,123123,2
3,marginswap,2021/04,gpersoon,,1
3,marginswap,2021/04,gpersoon,,1
3,marginswap,2021/04,gpersoon,,1
3,marginswap,2021/04,gpersoon,,1
3,marginswap,2021/04,gpersoon,,3
3,marginswap,2021/04,gpersoon,,1
3,marginswap,2021/04,gpersoon,,1
3,marginswap,2021/04,gpersoon,,1
3,marginswap,2021/04,gpersoon,,
3,marginswap,2021/04,gpersoon,,2
3,marginswap,2021/04,gpersoon,,2
3,marginswap,2021/04,gpersoon,,1
3,marginswap,2021/04,gpersoon,,1
3,marginswap,2021/04,gpersoon,,1
3,marginswap,2021/04,gpersoon,,2
3,marginswap,2021/04,jvaqa,0xEcb66CC9e366aF7351DbAA52Fa0b290200eC7532,3
3,marginswap,2021/04,jvaqa,0xEcb66CC9e366aF7351DbAA52Fa0b290200eC7532,3
3,marginswap,2021/04,jvaqa,0xEcb66CC9e366aF7351DbAA52Fa0b290200eC7532,1
3,marginswap,2021/04,jvaqa,0xEcb66CC9e366aF7351DbAA52Fa0b290200eC7532,1
3,marginswap,2021/04,jvaqa,0xEcb66CC9e366aF7351DbAA52Fa0b290200eC7532,1
3,marginswap,2021/04,paulius.eth,,1
3,marginswap,2021/04,paulius.eth,,1
3,marginswap,2021/04,paulius.eth,,1
3,marginswap,2021/04,paulius.eth,,2
3,marginswap,2021/04,paulius.eth,,3
3,marginswap,2021/04,paulius.eth,,2
3,marginswap,2021/04,paulius.eth,,2
3,marginswap,2021/04,paulius.eth,,1
3,marginswap,2021/04,paulius.eth,,1
3,marginswap,2021/04,paulius.eth,,1
3,marginswap,2021/04,paulius.eth,,1
3,marginswap,2021/04,paulius.eth,,1
3,marginswap,2021/04,paulius.eth,,1
3,marginswap,2021/04,paulius.eth,,1
3,marginswap,2021/04,paulius.eth,,1
3,marginswap,2021/04,paulius.eth,,1
3,marginswap,2021/04,paulius.eth,,1
3,marginswap,2021/04,paulius.eth,,1
3,marginswap,2021/04,paulius.eth,,1
3,marginswap,2021/04,paulius.eth,,1
3,marginswap,2021/04,paulius.eth,,1
3,marginswap,2021/04,paulius.eth,,1
3,marginswap,2021/04,paulius.eth,,1
3,marginswap,2021/04,paulius.eth,,1
3,marginswap,2021/04,paulius.eth,,1
3,marginswap,2021/04,paulius.eth,,1
3,marginswap,2021/04,paulius.eth,,1
3,marginswap,2021/04,paulius.eth,,1
3,marginswap,2021/04,paulius.eth,,3
3,marginswap,2021/04,s1m0,,1
3,marginswap,2021/04,s1m0,,1
3,marginswap,2021/04,s1m0,,2
3,marginswap,2021/04,s1m0,0x9b3E9e3E4a174d59279FC7cd268e035992412384,3
3,marginswap,2021/04,s1m0,0x9b3E9e3E4a174d59279FC7cd268e035992412384,2
6,meebits,2021/04,0xRajeev,0x7e026a0C061382B0F5935a90BC7324ab0a5A3aCc,2
6,meebits,2021/04,0xRajeev,0x7e026a0C061382B0F5935a90BC7324ab0a5A3aCc,1
6,meebits,2021/04,0xRajeev,0x7e026a0C061382B0F5935a90BC7324ab0a5A3aCc,3
6,meebits,2021/04,0xRajeev,0x7e026a0C061382B0F5935a90BC7324ab0a5A3aCc,3
6,meebits,2021/04,0xRajeev,0x7e026a0C061382B0F5935a90BC7324ab0a5A3aCc,G
6,meebits,2021/04,0xRajeev,0x7e026a0C061382B0F5935a90BC7324ab0a5A3aCc,G
6,meebits,2021/04,0xRajeev,0x7e026a0C061382B0F5935a90BC7324ab0a5A3aCc,G
6,meebits,2021/04,0xRajeev,0x7e026a0C061382B0F5935a90BC7324ab0a5A3aCc,G
6,meebits,2021/04,0xRajeev,0x7e026a0C061382B0F5935a90BC7324ab0a5A3aCc,G
6,meebits,2021/04,0xRajeev,0x7e026a0C061382B0F5935a90BC7324ab0a5A3aCc,3
6,meebits,2021/04,0xRajeev,0x7e026a0C061382B0F5935a90BC7324ab0a5A3aCc,3
6,meebits,2021/04,0xRajeev,0x7e026a0C061382B0F5935a90BC7324ab0a5A3aCc,3
6,meebits,2021/04,0xRajeev,0x7e026a0C061382B0F5935a90BC7324ab0a5A3aCc,3
6,meebits,2021/04,0xRajeev,0x7e026a0C061382B0F5935a90BC7324ab0a5A3aCc,3
6,meebits,2021/04,0xRajeev,0x7e026a0C061382B0F5935a90BC7324ab0a5A3aCc,1
6,meebits,2021/04,0xRajeev,0x7e026a0C061382B0F5935a90BC7324ab0a5A3aCc,3
6,meebits,2021/04,0xRajeev,0x7e026a0C061382B0F5935a90BC7324ab0a5A3aCc,3
6,meebits,2021/04,0xRajeev,0x7e026a0C061382B0F5935a90BC7324ab0a5A3aCc,1
6,meebits,2021/04,0xRajeev,0x7e026a0C061382B0F5935a90BC7324ab0a5A3aCc,3
6,meebits,2021/04,0xRajeev,0x7e026a0C061382B0F5935a90BC7324ab0a5A3aCc,3
6,meebits,2021/04,0xRajeev,0x7e026a0C061382B0F5935a90BC7324ab0a5A3aCc,3
6,meebits,2021/04,0xRajeev,0x7e026a0C061382B0F5935a90BC7324ab0a5A3aCc,2
6,meebits,2021/04,0xRajeev,0x7e026a0C061382B0F5935a90BC7324ab0a5A3aCc,2
6,meebits,2021/04,0xRajeev,0x7e026a0C061382B0F5935a90BC7324ab0a5A3aCc,2
6,meebits,2021/04,0xRajeev,0x7e026a0C061382B0F5935a90BC7324ab0a5A3aCc,3
6,meebits,2021/04,0xRajeev,0x7e026a0C061382B0F5935a90BC7324ab0a5A3aCc,3
6,meebits,2021/04,0xRajeev,0x7e026a0C061382B0F5935a90BC7324ab0a5A3aCc,3
6,meebits,2021/04,0xRajeev,0x7e026a0C061382B0F5935a90BC7324ab0a5A3aCc,3
6,meebits,2021/04,0xRajeev,0x7e026a0C061382B0F5935a90BC7324ab0a5A3aCc,1
6,meebits,2021/04,0xRajeev,0x7e026a0C061382B0F5935a90BC7324ab0a5A3aCc,1
6,meebits,2021/04,0xRajeev,0x7e026a0C061382B0F5935a90BC7324ab0a5A3aCc,1
6,meebits,2021/04,0xRajeev,0x7e026a0C061382B0F5935a90BC7324ab0a5A3aCc,2
6,meebits,2021/04,0xRajeev,0x7e026a0C061382B0F5935a90BC7324ab0a5A3aCc,1
6,meebits,2021/04,0xsomeone,0xa462fae8b85FFf172660c5D9e3C98C84691CA4d2,1
6,meebits,2021/04,0xsomeone,0xa462fae8b85FFf172660c5D9e3C98C84691CA4d2,G
6,meebits,2021/04,0xsomeone,0xa462fae8b85FFf172660c5D9e3C98C84691CA4d2,0
6,meebits,2021/04,0xsomeone,0xa462fae8b85FFf172660c5D9e3C98C84691CA4d2,3
6,meebits,2021/04,@GalloDaSballo,0xe46887c50a3Cf2C19A705EB42596A04fD139b2C6,G
6,meebits,2021/04,adamavenir,123123,0
6,meebits,2021/04,a_delamo,0x69e833869584D7e468751ED5e7d23ADAdCAA3D00,2
6,meebits,2021/04,a_delamo,0x69e833869584D7e468751ED5e7d23ADAdCAA3D00,2
6,meebits,2021/04,a_delamo,0x69e833869584D7e468751ED5e7d23ADAdCAA3D00,1
6,meebits,2021/04,a_delamo,0x69e833869584D7e468751ED5e7d23ADAdCAA3D00,G
6,meebits,2021/04,a_delamo,0x69e833869584D7e468751ED5e7d23ADAdCAA3D00,G
6,meebits,2021/04,cmichel,0x6823636c2462cfdcD8d33fE53fBCD0EdbE2752ad,1
6,meebits,2021/04,cmichel,0x6823636c2462cfdcD8d33fE53fBCD0EdbE2752ad,1
6,meebits,2021/04,cmichel,0x6823636c2462cfdcD8d33fE53fBCD0EdbE2752ad,1
6,meebits,2021/04,cmichel,0x6823636c2462cfdcD8d33fE53fBCD0EdbE2752ad,1
6,meebits,2021/04,cmichel,0x6823636c2462cfdcD8d33fE53fBCD0EdbE2752ad,0
6,meebits,2021/04,gpersoon,gpersoon.eth,1
6,meebits,2021/04,gpersoon,gpersoon.eth,1
6,meebits,2021/04,gpersoon,gpersoon.eth,G
6,meebits,2021/04,gpersoon,gpersoon.eth,1
6,meebits,2021/04,gpersoon,gpersoon.eth,1
6,meebits,2021/04,gpersoon,gpersoon.eth,1
6,meebits,2021/04,JMukesh,0x70aF29f754988473fcAbA6E01AbfbafF871046d1,2
6,meebits,2021/04,JMukesh,0x70aF29f754988473fcAbA6E01AbfbafF871046d1,G
6,meebits,2021/04,JMukesh,0x70aF29f754988473fcAbA6E01AbfbafF871046d1,G
6,meebits,2021/04,JMukesh,0x70aF29f754988473fcAbA6E01AbfbafF871046d1,2
6,meebits,2021/04,JMukesh,0x70aF29f754988473fcAbA6E01AbfbafF871046d1,1
6,meebits,2021/04,jvaqa,0xEcb66CC9e366aF7351DbAA52Fa0b290200eC7532,3
6,meebits,2021/04,jvaqa,0xEcb66CC9e366aF7351DbAA52Fa0b290200eC7532,1
6,meebits,2021/04,jvaqa,0xEcb66CC9e366aF7351DbAA52Fa0b290200eC7532,1
6,meebits,2021/04,jvaqa,0xEcb66CC9e366aF7351DbAA52Fa0b290200eC7532,3
6,meebits,2021/04,paulius.eth,0x0c4243ca087F4e4738596F33292064e847DA80dA,2
6,meebits,2021/04,paulius.eth,0x0c4243ca087F4e4738596F33292064e847DA80dA,3
6,meebits,2021/04,paulius.eth,0x0c4243ca087F4e4738596F33292064e847DA80dA,1
6,meebits,2021/04,paulius.eth,0x0c4243ca087F4e4738596F33292064e847DA80dA,0
6,meebits,2021/04,paulius.eth,0x0c4243ca087F4e4738596F33292064e847DA80dA,0
6,meebits,2021/04,paulius.eth,0x0c4243ca087F4e4738596F33292064e847DA80dA,0
6,meebits,2021/04,paulius.eth,0x0c4243ca087F4e4738596F33292064e847DA80dA,0
6,meebits,2021/04,paulius.eth,0x0c4243ca087F4e4738596F33292064e847DA80dA,1
6,meebits,2021/04,paulius.eth,0x0c4243ca087F4e4738596F33292064e847DA80dA,2
6,meebits,2021/04,paulius.eth,0x0c4243ca087F4e4738596F33292064e847DA80dA,0
6,meebits,2021/04,s1m0,0x9b3E9e3E4a174d59279FC7cd268e035992412384,G
6,meebits,2021/04,s1m0,0x9b3E9e3E4a174d59279FC7cd268e035992412384,G
6,meebits,2021/04,s1m0,0x9b3E9e3E4a174d59279FC7cd268e035992412384,0
6,meebits,2021/04,s1m0,0x9b3E9e3E4a174d59279FC7cd268e035992412384,3
6,meebits,2021/04,s1m0,0x9b3E9e3E4a174d59279FC7cd268e035992412384,2
6,meebits,2021/04,shw,0xB48B9694BeC446E3Bf54788f913174a6580a279F,1
6,meebits,2021/04,shw,0xB48B9694BeC446E3Bf54788f913174a6580a279F,1
6,meebits,2021/04,shw,0xB48B9694BeC446E3Bf54788f913174a6580a279F,1
6,meebits,2021/04,shw,0xB48B9694BeC446E3Bf54788f913174a6580a279F,1
6,meebits,2021/04,shw,0xB48B9694BeC446E3Bf54788f913174a6580a279F,1
6,meebits,2021/04,shw,0xB48B9694BeC446E3Bf54788f913174a6580a279F,2
5,vader,2021/04,0xRajeev,0x7e026a0C061382B0F5935a90BC7324ab0a5A3aCc,G
5,vader,2021/04,0xRajeev,0x7e026a0C061382B0F5935a90BC7324ab0a5A3aCc,G
5,vader,2021/04,0xRajeev,0x7e026a0C061382B0F5935a90BC7324ab0a5A3aCc,G
5,vader,2021/04,0xRajeev,0x7e026a0C061382B0F5935a90BC7324ab0a5A3aCc,G
5,vader,2021/04,0xRajeev,0x7e026a0C061382B0F5935a90BC7324ab0a5A3aCc,G
5,vader,2021/04,0xRajeev,0x7e026a0C061382B0F5935a90BC7324ab0a5A3aCc,3
5,vader,2021/04,0xRajeev,0x7e026a0C061382B0F5935a90BC7324ab0a5A3aCc,G
5,vader,2021/04,0xRajeev,0x7e026a0C061382B0F5935a90BC7324ab0a5A3aCc,2
5,vader,2021/04,0xRajeev,0x7e026a0C061382B0F5935a90BC7324ab0a5A3aCc,1
5,vader,2021/04,0xRajeev,0x7e026a0C061382B0F5935a90BC7324ab0a5A3aCc,1
5,vader,2021/04,0xRajeev,0x7e026a0C061382B0F5935a90BC7324ab0a5A3aCc,1
5,vader,2021/04,0xRajeev,0x7e026a0C061382B0F5935a90BC7324ab0a5A3aCc,G
5,vader,2021/04,0xRajeev,0x7e026a0C061382B0F5935a90BC7324ab0a5A3aCc,G
5,vader,2021/04,0xRajeev,0x7e026a0C061382B0F5935a90BC7324ab0a5A3aCc,3
5,vader,2021/04,0xRajeev,0x7e026a0C061382B0F5935a90BC7324ab0a5A3aCc,3
5,vader,2021/04,0xRajeev,0x7e026a0C061382B0F5935a90BC7324ab0a5A3aCc,G
5,vader,2021/04,0xRajeev,0x7e026a0C061382B0F5935a90BC7324ab0a5A3aCc,2
